CLIENTNUM,Attrition_Flag,churn_probability,predicted_churn,risk_level,cluster,segment_name,PC1,PC2,Customer_Age,Gender,Total_Trans_Amt,Total_Trans_Ct,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio
711203658,Existing Customer,0.2377,0,Low,1,High-Utilization Credit Revolvers,0.985,0.901,46,M,7745,88,6,1,2259.0,1346,0.596
718567758,Existing Customer,0.036,0,Low,3,High-Volume Power Spenders,1.459,-0.582,41,M,7332,92,4,2,10682.0,1334,0.125
771719283,Existing Customer,0.0442,0,Low,3,High-Volume Power Spenders,2.286,0.366,39,F,8854,92,1,1,8587.0,1324,0.154
717926358,Existing Customer,0.051,0,Low,3,High-Volume Power Spenders,1.627,1.566,46,F,8328,78,1,0,5494.0,2142,0.39
779751258,Existing Customer,0.1359,0,Low,1,High-Utilization Credit Revolvers,1.4,1.366,45,F,8423,82,1,2,1946.0,1183,0.608
774491958,Existing Customer,0.3124,0,Medium,3,High-Volume Power Spenders,1.335,0.064,53,M,8284,77,1,3,6228.0,1738,0.279
713428833,Existing Customer,0.0715,0,Low,3,High-Volume Power Spenders,1.629,-0.183,42,M,7613,90,1,3,7537.0,1239,0.164
714166833,Existing Customer,0.4716,0,Medium,3,High-Volume Power Spenders,1.43,-0.225,44,F,7796,77,3,2,13609.0,1432,0.105
809464608,Attrited Customer,0.8203,1,Critical,2,Disengaged & Underutilized (At-Risk),-0.068,-2.637,47,F,2691,42,3,2,34516.0,2517,0.073
789681708,Existing Customer,0.2812,0,Medium,3,High-Volume Power Spenders,1.968,-2.023,46,M,7750,82,1,3,34516.0,713,0.021
713102733,Existing Customer,0.1839,0,Low,3,High-Volume Power Spenders,2.152,-0.588,38,F,8195,94,3,2,15987.0,1766,0.11
715195383,Existing Customer,0.0098,0,Low,1,High-Utilization Credit Revolvers,1.335,1.129,46,F,7649,101,2,2,2391.0,1625,0.68
812408058,Existing Customer,0.1084,0,Low,3,High-Volume Power Spenders,2.482,-2.262,39,M,7845,92,2,2,34516.0,1082,0.031
787226508,Existing Customer,0.2481,0,Low,3,High-Volume Power Spenders,1.672,-1.176,47,M,7192,82,3,3,20811.0,1302,0.063
713537733,Existing Customer,0.0921,0,Low,3,High-Volume Power Spenders,2.487,-1.785,46,M,7582,95,2,3,34516.0,1426,0.041
715170183,Existing Customer,0.0557,0,Low,1,High-Utilization Credit Revolvers,0.966,0.502,45,M,7059,82,1,3,3735.0,2113,0.566
717109983,Existing Customer,0.038,0,Low,1,High-Utilization Credit Revolvers,0.842,1.946,50,F,7768,83,2,2,2275.0,2138,0.94
713208033,Existing Customer,0.845,1,Critical,3,High-Volume Power Spenders,1.331,0.185,43,F,7679,64,3,0,7350.0,1360,0.185
712788258,Existing Customer,0.0331,0,Low,1,High-Utilization Credit Revolvers,1.235,1.913,48,M,7265,80,2,1,1913.0,1405,0.734
758382183,Existing Customer,0.1889,0,Low,3,High-Volume Power Spenders,1.696,0.316,50,F,8186,93,3,3,4249.0,789,0.186
715469583,Existing Customer,0.0365,0,Low,1,High-Utilization Credit Revolvers,1.181,1.188,40,F,7782,88,1,2,2136.0,1250,0.585
709235058,Existing Customer,0.0331,0,Low,3,High-Volume Power Spenders,1.85,-0.889,46,M,8032,88,2,2,18956.0,1694,0.089
714786483,Existing Customer,0.3828,0,Medium,3,High-Volume Power Spenders,1.455,-1.24,45,M,7377,82,2,3,13445.0,1186,0.088
713299758,Existing Customer,0.1322,0,Low,3,High-Volume Power Spenders,1.219,-0.583,53,M,7422,87,3,3,8979.0,1289,0.144
771912408,Existing Customer,0.0298,0,Low,3,High-Volume Power Spenders,1.544,0.075,49,F,7468,92,3,1,6674.0,1402,0.21
721445658,Existing Customer,0.371,0,Medium,3,High-Volume Power Spenders,1.259,-0.11,52,F,8162,89,3,3,6265.0,1677,0.268
719787633,Existing Customer,0.0041,0,Low,3,High-Volume Power Spenders,2.459,-1.328,47,M,7535,92,2,1,34516.0,1913,0.055
713697933,Existing Customer,0.4609,0,Medium,3,High-Volume Power Spenders,1.907,-2.013,47,M,7827,77,2,2,34516.0,1264,0.037
712208658,Existing Customer,0.0269,0,Low,3,High-Volume Power Spenders,2.537,-0.236,43,M,8126,95,2,1,13165.0,1255,0.095
708219108,Existing Customer,0.6268,1,High,2,Disengaged & Underutilized (At-Risk),1.196,-0.864,49,M,7300,77,3,3,9959.0,1143,0.115
709065483,Existing Customer,0.3398,0,Medium,3,High-Volume Power Spenders,1.402,-0.48,40,F,7841,82,2,3,9243.0,2019,0.218
715237683,Existing Customer,0.2932,0,Medium,3,High-Volume Power Spenders,1.601,-0.065,53,F,7802,88,1,3,4737.0,1649,0.348
712925808,Attrited Customer,0.9157,1,Critical,2,Disengaged & Underutilized (At-Risk),0.281,-0.514,51,F,4724,60,3,2,2710.0,0,0.0
788931558,Existing Customer,0.0651,0,Low,1,High-Utilization Credit Revolvers,1.373,1.791,46,M,7694,85,2,2,2000.0,1739,0.87
717521508,Existing Customer,0.0726,0,Low,3,High-Volume Power Spenders,2.498,-1.652,41,M,6932,87,2,0,34516.0,2098,0.061
713688933,Existing Customer,0.2845,0,Medium,3,High-Volume Power Spenders,1.927,0.272,42,F,8020,74,1,1,8798.0,1509,0.172
712405908,Existing Customer,0.5781,1,High,3,High-Volume Power Spenders,1.978,-1.502,50,M,7772,76,2,3,24670.0,1623,0.066
789298833,Existing Customer,0.2237,0,Low,3,High-Volume Power Spenders,2.394,-1.717,51,M,7555,96,2,3,23453.0,0,0.0
715729683,Existing Customer,0.5783,1,High,3,High-Volume Power Spenders,2.479,-1.716,44,M,7936,76,2,2,34516.0,1106,0.032
717682233,Existing Customer,0.2786,0,Medium,3,High-Volume Power Spenders,1.659,-0.04,49,M,7906,80,2,2,6139.0,1585,0.258
712266633,Existing Customer,0.0551,0,Low,3,High-Volume Power Spenders,2.445,-0.306,51,F,8796,94,2,1,14800.0,1020,0.069
719272458,Existing Customer,0.2333,0,Low,3,High-Volume Power Spenders,1.651,-0.729,53,F,7962,89,1,3,9815.0,1699,0.173
780769308,Existing Customer,0.4575,0,Medium,1,High-Utilization Credit Revolvers,1.388,0.415,49,F,7685,85,3,2,3919.0,2278,0.581
721468533,Existing Customer,0.435,0,Medium,3,High-Volume Power Spenders,1.75,-0.72,59,M,7470,82,5,2,12265.0,1412,0.115
816615633,Existing Customer,0.032,0,Low,1,High-Utilization Credit Revolvers,1.321,1.032,47,F,7075,89,3,1,3256.0,2035,0.625
720167508,Existing Customer,0.3179,0,Medium,3,High-Volume Power Spenders,2.075,-0.518,50,M,7664,74,2,1,19000.0,2389,0.126
711152658,Existing Customer,0.0969,0,Low,3,High-Volume Power Spenders,2.408,-1.773,44,M,7219,86,2,1,34516.0,1635,0.047
771772083,Existing Customer,0.1002,0,Low,3,High-Volume Power Spenders,2.222,-0.361,48,M,8424,84,1,1,13197.0,0,0.0
708419733,Attrited Customer,0.8586,1,Critical,2,Disengaged & Underutilized (At-Risk),0.024,-1.21,47,M,4739,55,3,2,22599.0,0,0.0
709372608,Existing Customer,0.0078,0,Low,3,High-Volume Power Spenders,2.524,-1.215,43,M,7370,96,1,2,23457.0,2517,0.107
788907033,Existing Customer,0.4848,0,Medium,1,High-Utilization Credit Revolvers,1.368,0.326,40,M,7321,73,3,1,5238.0,2077,0.397
711136008,Existing Customer,0.0743,0,Low,3,High-Volume Power Spenders,2.589,-1.989,41,M,7641,93,1,3,31560.0,1298,0.041
716691783,Existing Customer,0.1838,0,Low,3,High-Volume Power Spenders,1.287,0.232,46,F,7689,84,2,3,6218.0,2517,0.405
812618883,Existing Customer,0.0255,0,Low,3,High-Volume Power Spenders,2.805,-2.021,47,M,7774,95,2,2,34516.0,2019,0.058
715908558,Existing Customer,0.0196,0,Low,3,High-Volume Power Spenders,2.692,-1.444,44,M,7566,88,1,1,29572.0,1584,0.054
718024908,Existing Customer,0.0339,0,Low,1,High-Utilization Credit Revolvers,1.24,0.552,52,F,6993,97,1,3,2743.0,1705,0.622
709558608,Existing Customer,0.4981,0,Medium,1,High-Utilization Credit Revolvers,0.697,0.984,39,M,7345,73,2,3,2844.0,2065,0.726
824177733,Existing Customer,0.2483,0,Low,3,High-Volume Power Spenders,1.833,-0.592,53,F,7682,90,2,3,9678.0,1710,0.177
719784708,Existing Customer,0.04,0,Low,3,High-Volume Power Spenders,2.514,-1.555,49,M,7409,89,2,1,26882.0,1673,0.062
717535083,Existing Customer,0.131,0,Low,3,High-Volume Power Spenders,1.516,-0.014,52,F,7153,84,2,1,5207.0,1121,0.215
712453308,Existing Customer,0.1686,0,Low,3,High-Volume Power Spenders,1.733,-0.702,46,M,7737,84,2,3,15034.0,1356,0.09
721008933,Existing Customer,0.0475,0,Low,1,High-Utilization Credit Revolvers,1.549,1.024,44,F,7535,87,1,2,3107.0,1995,0.642
720859533,Existing Customer,0.005,0,Low,3,High-Volume Power Spenders,2.522,-0.086,52,F,8426,105,1,1,12214.0,2379,0.195
789556533,Existing Customer,0.1837,0,Low,3,High-Volume Power Spenders,1.919,-1.142,52,M,8070,81,2,3,23070.0,1701,0.074
717656433,Existing Customer,0.2761,0,Medium,1,High-Utilization Credit Revolvers,1.423,0.611,50,F,7199,83,2,2,2167.0,988,0.456
792524358,Existing Customer,0.0883,0,Low,3,High-Volume Power Spenders,2.591,-1.863,55,M,7917,95,1,3,34516.0,810,0.023
758211483,Existing Customer,0.165,0,Low,3,High-Volume Power Spenders,1.79,0.088,45,M,8778,85,2,3,6895.0,2314,0.336
801380808,Attrited Customer,0.6685,1,High,0,Accelerating Growth Customers,1.216,-0.555,44,M,4847,49,2,1,25894.0,2517,0.097
716329383,Attrited Customer,0.7199,1,High,0,Accelerating Growth Customers,-0.32,0.856,46,F,4724,56,2,3,3138.0,986,0.314
716871633,Existing Customer,0.1045,0,Low,3,High-Volume Power Spenders,1.601,-1.022,49,M,7222,93,2,3,12055.0,1858,0.154
718491708,Existing Customer,0.2341,0,Low,3,High-Volume Power Spenders,1.776,-1.021,53,F,7642,89,3,3,16592.0,1435,0.086
787502883,Existing Customer,0.0411,0,Low,3,High-Volume Power Spenders,2.938,-2.065,60,F,7443,98,2,1,34516.0,1542,0.045
715183308,Existing Customer,0.0447,0,Low,3,High-Volume Power Spenders,2.433,-1.975,47,M,7190,93,1,2,33184.0,855,0.026
713872833,Existing Customer,0.2002,0,Low,3,High-Volume Power Spenders,1.415,-0.459,54,F,7302,80,1,3,10753.0,1845,0.172
708535158,Existing Customer,0.3699,0,Medium,3,High-Volume Power Spenders,1.959,-0.547,39,M,8505,86,1,3,9959.0,1501,0.151
711658758,Existing Customer,0.1119,0,Low,1,High-Utilization Credit Revolvers,0.25,1.291,46,F,7307,82,5,1,2069.0,1101,0.532
717248583,Existing Customer,0.0342,0,Low,3,High-Volume Power Spenders,1.381,-0.046,43,F,7849,88,2,2,11362.0,1871,0.165
713087958,Existing Customer,0.192,0,Low,3,High-Volume Power Spenders,2.1,-1.976,53,M,7919,85,3,2,34516.0,1337,0.039
721495458,Existing Customer,0.0167,0,Low,3,High-Volume Power Spenders,2.554,-0.913,44,M,8094,96,1,1,20001.0,0,0.0
786097158,Existing Customer,0.028,0,Low,3,High-Volume Power Spenders,2.014,0.249,48,M,8575,92,3,2,8786.0,1559,0.177
712219083,Existing Customer,0.4603,0,Medium,3,High-Volume Power Spenders,1.598,-0.124,41,M,7892,83,3,3,7142.0,1917,0.268
715327683,Attrited Customer,0.9705,1,Critical,1,High-Utilization Credit Revolvers,0.075,0.477,45,F,4996,55,3,3,4477.0,2517,0.562
715624533,Existing Customer,0.1746,0,Low,3,High-Volume Power Spenders,1.849,-0.329,41,F,7730,97,2,3,5357.0,1272,0.237
715599633,Existing Customer,0.1659,0,Low,3,High-Volume Power Spenders,2.393,-2.173,51,M,7686,89,3,2,34516.0,0,0.0
718958583,Attrited Customer,0.3565,0,Medium,1,High-Utilization Credit Revolvers,-0.733,1.459,44,M,4506,59,3,2,2367.0,1606,0.678
717397983,Existing Customer,0.0464,0,Low,3,High-Volume Power Spenders,2.205,-1.588,39,M,7570,98,2,3,23402.0,958,0.041
715037133,Existing Customer,0.151,0,Low,3,High-Volume Power Spenders,1.468,0.192,40,M,7479,83,1,3,4587.0,1771,0.386
818767458,Existing Customer,0.0316,0,Low,3,High-Volume Power Spenders,1.863,0.054,41,M,7729,97,3,2,6565.0,1130,0.172
778863258,Attrited Customer,0.9501,1,Critical,2,Disengaged & Underutilized (At-Risk),0.629,-0.724,46,F,4983,62,2,3,6030.0,0,0.0
712075083,Attrited Customer,0.9763,1,Critical,2,Disengaged & Underutilized (At-Risk),-0.281,-0.234,50,M,4830,50,3,3,6982.0,0,0.0
711963183,Existing Customer,0.1732,0,Low,3,High-Volume Power Spenders,1.706,-0.745,50,M,7588,98,3,3,5128.0,0,0.0
720903258,Attrited Customer,0.9873,1,Critical,2,Disengaged & Underutilized (At-Risk),0.342,-0.647,48,M,4801,47,2,1,9405.0,0,0.0
772404633,Existing Customer,0.388,0,Medium,3,High-Volume Power Spenders,2.34,-2.138,49,M,7734,74,1,2,34516.0,1118,0.032
713302758,Existing Customer,0.0787,0,Low,3,High-Volume Power Spenders,2.14,-0.416,49,M,8160,92,4,1,14646.0,1448,0.099
717859233,Existing Customer,0.2079,0,Low,3,High-Volume Power Spenders,1.975,-0.27,41,M,8362,82,3,2,12578.0,2517,0.2
712955433,Existing Customer,0.268,0,Medium,3,High-Volume Power Spenders,1.672,-0.115,36,F,7223,90,2,2,4370.0,1222,0.28
718292283,Existing Customer,0.6497,1,High,1,High-Utilization Credit Revolvers,1.454,0.961,52,F,8254,75,3,1,3416.0,1970,0.577
713197308,Existing Customer,0.2502,0,Medium,3,High-Volume Power Spenders,2.004,-0.231,42,M,7612,82,2,1,6224.0,0,0.0
789175683,Existing Customer,0.5174,1,High,3,High-Volume Power Spenders,1.547,0.604,49,F,8352,71,3,2,10741.0,2517,0.234
811700058,Attrited Customer,0.9765,1,Critical,2,Disengaged & Underutilized (At-Risk),0.809,-2.585,41,M,4822,57,3,3,34516.0,687,0.02
818476383,Existing Customer,0.1038,0,Low,3,High-Volume Power Spenders,2.442,-0.893,50,M,7333,72,2,0,34516.0,1514,0.044
720164358,Attrited Customer,0.9671,1,Critical,2,Disengaged & Underutilized (At-Risk),0.634,-0.631,53,F,4754,60,3,2,6058.0,0,0.0
710357208,Existing Customer,0.634,1,High,3,High-Volume Power Spenders,1.293,-0.91,49,M,7341,79,3,2,8561.0,915,0.107
711325308,Attrited Customer,0.8138,1,Critical,2,Disengaged & Underutilized (At-Risk),0.059,-0.637,46,M,4859,64,3,3,9959.0,0,0.0
721486908,Existing Customer,0.2976,0,Medium,3,High-Volume Power Spenders,1.869,0.683,51,F,7710,75,1,1,7645.0,2076,0.272
711210633,Existing Customer,0.7541,1,Critical,1,High-Utilization Credit Revolvers,1.022,0.679,51,M,8049,76,4,1,1922.0,1124,0.585
712570458,Existing Customer,0.3148,0,Medium,3,High-Volume Power Spenders,1.344,0.728,51,F,7890,75,1,3,5625.0,1640,0.292
712058133,Existing Customer,0.9274,1,Critical,3,High-Volume Power Spenders,1.158,0.0,54,F,7735,74,3,3,2274.0,708,0.311
708153558,Existing Customer,0.0477,0,Low,3,High-Volume Power Spenders,2.982,-1.895,46,M,7936,101,2,2,34516.0,1802,0.052
709893858,Attrited Customer,0.1028,0,Low,2,Disengaged & Underutilized (At-Risk),-0.516,0.098,43,M,4633,58,2,2,9422.0,2108,0.224
709225758,Existing Customer,0.0915,0,Low,3,High-Volume Power Spenders,1.523,-0.078,48,F,8213,86,1,3,7469.0,2474,0.331
709984083,Existing Customer,0.1234,0,Low,3,High-Volume Power Spenders,1.593,0.42,43,F,7930,90,2,2,3849.0,1281,0.333
711854808,Attrited Customer,0.7982,1,Critical,2,Disengaged & Underutilized (At-Risk),1.275,-1.778,41,M,4734,57,2,1,34516.0,0,0.0
822125283,Existing Customer,0.1564,0,Low,3,High-Volume Power Spenders,1.422,0.596,49,M,7590,74,1,1,4778.0,1351,0.283
717340608,Existing Customer,0.0217,0,Low,3,High-Volume Power Spenders,3.107,-1.863,51,F,7703,104,1,2,34516.0,1873,0.054
711084183,Existing Customer,0.3585,0,Medium,1,High-Utilization Credit Revolvers,1.309,0.6,47,F,8211,80,2,3,5168.0,2265,0.438
720891633,Attrited Customer,0.3918,0,Medium,0,Accelerating Growth Customers,-0.383,0.378,53,F,4805,59,1,2,3199.0,0,0.0
719607183,Existing Customer,0.0538,0,Low,3,High-Volume Power Spenders,2.185,-1.116,55,F,7653,95,3,2,21046.0,1631,0.077
715839708,Existing Customer,0.069,0,Low,3,High-Volume Power Spenders,2.073,-2.044,51,M,7111,82,3,2,34516.0,2452,0.071
717008358,Existing Customer,0.2933,0,Medium,3,High-Volume Power Spenders,1.999,-0.593,40,F,7919,88,2,2,6540.0,0,0.0
769152783,Attrited Customer,0.9932,1,Critical,2,Disengaged & Underutilized (At-Risk),0.268,-0.517,60,F,5043,53,6,2,8141.0,1811,0.222
788240358,Existing Customer,0.4411,0,Medium,3,High-Volume Power Spenders,2.423,-2.011,40,F,8452,83,1,2,33441.0,686,0.021
716098683,Existing Customer,0.065,0,Low,3,High-Volume Power Spenders,1.789,0.292,46,F,7985,93,3,1,5496.0,1816,0.33
802675983,Existing Customer,0.3922,0,Medium,1,High-Utilization Credit Revolvers,1.332,0.417,42,F,7872,80,3,1,3794.0,1544,0.407
712716108,Existing Customer,0.0864,0,Low,3,High-Volume Power Spenders,1.963,0.614,46,F,7950,86,1,1,5785.0,2130,0.368
709238358,Existing Customer,0.224,0,Low,3,High-Volume Power Spenders,2.185,-1.17,51,F,7604,87,3,2,19387.0,810,0.042
708682908,Existing Customer,0.1396,0,Low,1,High-Utilization Credit Revolvers,1.583,1.456,43,F,8644,87,2,1,2838.0,1934,0.681
812794983,Existing Customer,0.0741,0,Low,1,High-Utilization Credit Revolvers,1.459,0.762,41,F,7932,87,2,2,4086.0,1974,0.483
708968733,Existing Customer,0.653,1,High,3,High-Volume Power Spenders,2.444,-2.042,47,M,7926,83,3,2,31987.0,0,0.0
779315508,Attrited Customer,0.9413,1,Critical,2,Disengaged & Underutilized (At-Risk),0.427,0.071,43,M,4638,48,2,2,9043.0,1974,0.218
740065833,Existing Customer,0.0595,0,Low,3,High-Volume Power Spenders,2.282,-0.089,47,F,8526,93,2,2,11128.0,2517,0.226
721063533,Existing Customer,0.4425,0,Medium,1,High-Utilization Credit Revolvers,0.923,0.651,51,M,7289,75,3,3,3062.0,2058,0.672
718189908,Existing Customer,0.5143,1,High,3,High-Volume Power Spenders,1.938,-1.536,44,F,7885,86,2,3,23981.0,2135,0.089
780064983,Existing Customer,0.2405,0,Low,3,High-Volume Power Spenders,2.266,-2.114,44,M,7665,86,1,3,34516.0,942,0.027
770920908,Existing Customer,0.1684,0,Low,3,High-Volume Power Spenders,2.507,-0.748,39,F,8055,82,1,1,22054.0,1146,0.052
718046433,Existing Customer,0.595,1,High,3,High-Volume Power Spenders,1.334,-0.266,53,F,7342,86,2,3,2199.0,693,0.315
711842508,Existing Customer,0.4178,0,Medium,3,High-Volume Power Spenders,1.459,-0.628,45,M,7825,87,3,3,9303.0,1580,0.17
772869033,Existing Customer,0.4732,0,Medium,3,High-Volume Power Spenders,2.109,-2.294,47,M,7283,89,4,3,34516.0,1342,0.039
715298808,Existing Customer,0.1767,0,Low,3,High-Volume Power Spenders,1.759,-0.394,40,M,7570,88,3,2,7566.0,1618,0.214
708877458,Existing Customer,0.2975,0,Medium,3,High-Volume Power Spenders,1.893,-0.908,50,F,8027,94,3,3,11343.0,0,0.0
787496733,Existing Customer,0.1907,0,Low,3,High-Volume Power Spenders,1.909,-0.396,47,F,7724,79,1,1,15155.0,1287,0.085
789469083,Existing Customer,0.2989,0,Medium,3,High-Volume Power Spenders,1.891,-0.441,55,M,7855,81,1,1,10795.0,0,0.0
709497108,Existing Customer,0.0017,0,Low,3,High-Volume Power Spenders,2.633,0.674,44,F,8396,106,1,0,6633.0,1322,0.199
784819758,Existing Customer,0.0334,0,Low,3,High-Volume Power Spenders,2.093,-0.073,54,F,7850,94,1,2,8572.0,2128,0.248
720412308,Existing Customer,0.0831,0,Low,3,High-Volume Power Spenders,2.285,-1.652,40,M,7635,75,1,1,34516.0,2330,0.068
719178183,Existing Customer,0.1027,0,Low,3,High-Volume Power Spenders,2.223,-2.066,50,M,8186,85,3,3,34516.0,2517,0.073
789560433,Attrited Customer,0.9896,1,Critical,2,Disengaged & Underutilized (At-Risk),0.525,-0.9,49,M,5147,53,4,2,14895.0,0,0.0
712931733,Existing Customer,0.3791,0,Medium,1,High-Utilization Credit Revolvers,1.24,0.338,49,F,7136,82,1,3,2636.0,1257,0.477
714417183,Existing Customer,0.0585,0,Low,3,High-Volume Power Spenders,2.019,-0.264,39,F,7041,95,3,1,9511.0,2220,0.233
771097683,Attrited Customer,0.7569,1,Critical,2,Disengaged & Underutilized (At-Risk),0.689,-0.255,43,M,4935,58,2,2,10896.0,2517,0.231
713824983,Existing Customer,0.0135,0,Low,3,High-Volume Power Spenders,2.493,-0.119,43,F,7697,98,1,0,8401.0,1085,0.129
715360458,Existing Customer,0.175,0,Low,3,High-Volume Power Spenders,1.827,-0.651,45,F,8113,90,3,2,12406.0,1980,0.16
711736083,Attrited Customer,0.9815,1,Critical,2,Disengaged & Underutilized (At-Risk),-0.394,-0.854,47,F,4885,54,3,3,6769.0,274,0.04
714821433,Existing Customer,0.4578,0,Medium,3,High-Volume Power Spenders,1.599,-0.186,45,F,7587,80,1,1,2737.0,0,0.0
779263533,Existing Customer,0.2267,0,Low,3,High-Volume Power Spenders,2.281,-1.257,34,F,7564,76,2,1,32292.0,1731,0.054
773988708,Existing Customer,0.1694,0,Low,3,High-Volume Power Spenders,2.472,-1.866,52,M,7512,81,2,2,34516.0,1588,0.046
719623083,Existing Customer,0.5787,1,High,3,High-Volume Power Spenders,1.904,-0.416,33,F,8302,81,3,2,15987.0,1992,0.125
718304583,Attrited Customer,0.9473,1,Critical,2,Disengaged & Underutilized (At-Risk),1.262,-1.831,43,M,4805,54,3,2,34516.0,1085,0.031
720198183,Existing Customer,0.5118,1,High,1,High-Utilization Credit Revolvers,1.291,0.842,42,M,8028,77,3,1,2437.0,1718,0.705
780545133,Existing Customer,0.1325,0,Low,3,High-Volume Power Spenders,1.631,-0.076,49,M,7333,91,3,1,4557.0,985,0.216
711128433,Existing Customer,0.3961,0,Medium,3,High-Volume Power Spenders,1.899,-0.898,55,M,7685,91,3,3,10949.0,829,0.076
789960783,Existing Customer,0.4389,0,Medium,3,High-Volume Power Spenders,1.696,-0.502,39,F,7702,81,2,3,10398.0,1630,0.157
709556208,Existing Customer,0.0512,0,Low,3,High-Volume Power Spenders,2.245,-1.221,40,F,7586,94,1,2,22361.0,1873,0.084
712053033,Existing Customer,0.4681,0,Medium,3,High-Volume Power Spenders,1.657,0.481,46,M,8444,81,3,2,3841.0,1411,0.367
794482158,Existing Customer,0.636,1,High,3,High-Volume Power Spenders,1.874,-1.895,46,M,7594,69,1,3,34516.0,1954,0.057
780450708,Attrited Customer,0.994,1,Critical,2,Disengaged & Underutilized (At-Risk),1.096,-2.148,58,M,4864,48,3,2,34516.0,0,0.0
710016708,Existing Customer,0.0887,0,Low,3,High-Volume Power Spenders,2.236,-0.128,44,F,7974,90,3,1,10877.0,1802,0.166
709434408,Existing Customer,0.0269,0,Low,3,High-Volume Power Spenders,1.868,-0.133,42,M,8417,95,1,2,5848.0,1481,0.253
778716783,Existing Customer,0.0126,0,Low,3,High-Volume Power Spenders,2.218,-0.406,50,M,7180,96,2,1,11552.0,1970,0.171
712447758,Existing Customer,0.1019,0,Low,3,High-Volume Power Spenders,1.521,-0.509,46,M,7998,82,2,3,11901.0,2517,0.211
779435883,Existing Customer,0.7244,1,High,3,High-Volume Power Spenders,1.711,-0.144,37,M,7899,79,2,2,2273.0,0,0.0
719918358,Existing Customer,0.0519,0,Low,1,High-Utilization Credit Revolvers,1.339,1.305,57,F,7787,89,2,1,3082.0,2507,0.813
720474408,Existing Customer,0.074,0,Low,3,High-Volume Power Spenders,2.1,-0.107,52,M,8427,87,2,2,9298.0,1898,0.204
719401158,Existing Customer,0.3184,0,Medium,3,High-Volume Power Spenders,1.957,-0.776,62,F,7739,97,2,3,4136.0,0,0.0
778430733,Existing Customer,0.8053,1,Critical,3,High-Volume Power Spenders,1.784,-1.205,45,M,7855,82,5,1,12399.0,1461,0.118
717583908,Existing Customer,0.7615,1,Critical,3,High-Volume Power Spenders,1.819,-1.189,57,M,7603,81,6,1,15030.0,1395,0.093
823519458,Existing Customer,0.0528,0,Low,3,High-Volume Power Spenders,1.65,-0.35,44,F,7123,94,1,3,6441.0,2151,0.334
712381683,Existing Customer,0.7145,1,High,3,High-Volume Power Spenders,1.811,-0.154,42,F,8281,80,4,2,7469.0,837,0.112
716045508,Existing Customer,0.4776,0,Medium,3,High-Volume Power Spenders,1.317,0.062,40,F,7963,85,2,3,3569.0,1054,0.295
820936533,Existing Customer,0.1471,0,Low,3,High-Volume Power Spenders,1.721,1.096,47,M,9331,93,3,3,2781.0,1950,0.701
721227258,Existing Customer,0.4883,0,Medium,3,High-Volume Power Spenders,2.007,-2.07,51,M,7520,79,5,2,34516.0,1991,0.058
771304383,Existing Customer,0.1016,0,Low,1,High-Utilization Credit Revolvers,1.518,1.047,45,F,7905,86,2,3,4174.0,2507,0.601
717600483,Existing Customer,0.0307,0,Low,3,High-Volume Power Spenders,2.245,-0.924,50,M,7358,87,2,1,23223.0,628,0.027
778865583,Existing Customer,0.0583,0,Low,3,High-Volume Power Spenders,1.842,-0.251,46,M,7510,89,2,2,6954.0,1502,0.216
709871658,Existing Customer,0.2052,0,Low,3,High-Volume Power Spenders,1.336,-0.113,47,F,7729,86,3,3,7136.0,2345,0.329
818280108,Existing Customer,0.2623,0,Medium,3,High-Volume Power Spenders,2.121,-0.082,43,F,7714,91,1,1,1820.0,0,0.0
716350008,Existing Customer,0.0129,0,Low,3,High-Volume Power Spenders,1.636,0.783,52,M,8235,102,2,3,2937.0,1633,0.556
778172583,Existing Customer,0.1769,0,Low,3,High-Volume Power Spenders,1.55,0.082,46,F,7023,86,3,2,6636.0,2399,0.362
719121708,Existing Customer,0.0555,0,Low,3,High-Volume Power Spenders,2.21,-1.877,41,M,7685,92,3,3,31497.0,2192,0.07
714342033,Attrited Customer,0.8882,1,Critical,2,Disengaged & Underutilized (At-Risk),1.202,-1.853,52,M,4863,56,3,1,34516.0,0,0.0
788811558,Existing Customer,0.9557,1,Critical,1,High-Utilization Credit Revolvers,0.945,0.911,52,F,7847,65,3,3,1959.0,1022,0.522
788943333,Attrited Customer,0.6406,1,High,2,Disengaged & Underutilized (At-Risk),0.068,-1.971,51,M,4810,55,2,2,34516.0,989,0.029
719258433,Existing Customer,0.0323,0,Low,3,High-Volume Power Spenders,1.611,-0.091,49,M,7561,91,1,3,7801.0,2018,0.259
717895833,Existing Customer,0.0267,0,Low,3,High-Volume Power Spenders,1.811,0.116,55,M,8001,99,2,3,6455.0,1837,0.285
711550983,Existing Customer,0.0061,0,Low,3,High-Volume Power Spenders,2.649,-0.43,46,M,8313,107,2,2,11343.0,1175,0.104
714077583,Attrited Customer,0.8531,1,Critical,2,Disengaged & Underutilized (At-Risk),0.688,-1.795,43,M,4758,65,3,4,23981.0,593,0.025
720939933,Attrited Customer,0.9847,1,Critical,2,Disengaged & Underutilized (At-Risk),-0.872,-0.614,46,F,4684,56,3,5,2879.0,0,0.0
716725008,Existing Customer,0.028,0,Low,3,High-Volume Power Spenders,1.764,0.036,49,M,7886,94,3,2,7667.0,2191,0.286
